epoch,timestamp,operations,operations-delta,operations/second
1616749874.108,26/03/2021 12:11:14,3002,3002,2999.001
1616749875.108,26/03/2021 12:11:15,6002,3000,3000
1616749876.108,26/03/2021 12:11:16,9002,3000,3000
1616749877.108,26/03/2021 12:11:17,12002,3000,3000
1616749878.108,26/03/2021 12:11:18,15002,3000,3000
1616749879.109,26/03/2021 12:11:19,18006,3004,3000.999
1616749880.109,26/03/2021 12:11:20,21003,2997,2997
1616749881.109,26/03/2021 12:11:21,24005,3002,3002
1616749882.109,26/03/2021 12:11:22,27006,3001,3001
1616749883.109,26/03/2021 12:11:23,30006,3000,3000
1616749884.109,26/03/2021 12:11:24,33006,3000,3000
1616749885.109,26/03/2021 12:11:25,36007,3001,3001
1616749886.11,26/03/2021 12:11:26,39007,3000,2997.003
1616749887.11,26/03/2021 12:11:27,42007,3000,3000
1616749888.11,26/03/2021 12:11:28,45006,2999,2999
1616749889.11,26/03/2021 12:11:29,48010,3004,3004
1616749890.11,26/03/2021 12:11:30,51010,3000,3000
1616749891.11,26/03/2021 12:11:31,54010,3000,3000
1616749892.11,26/03/2021 12:11:32,57011,3001,3001
1616749893.11,26/03/2021 12:11:33,60011,3000,3000
1616749894.111,26/03/2021 12:11:34,63011,3000,2997.003
1616749895.111,26/03/2021 12:11:35,66011,3000,3000
1616749896.111,26/03/2021 12:11:36,69011,3000,3000
1616749897.111,26/03/2021 12:11:37,72011,3000,3000
1616749898.111,26/03/2021 12:11:38,75011,3000,3000
1616749899.111,26/03/2021 12:11:39,78012,3001,3001
1616749900.111,26/03/2021 12:11:40,81011,2999,2999
1616749901.111,26/03/2021 12:11:41,84011,3000,3000
1616749902.111,26/03/2021 12:11:42,87012,3001,3001
1616749903.111,26/03/2021 12:11:43,90012,3000,3000
1616749904.112,26/03/2021 12:11:44,93012,3000,2997.003
1616749905.112,26/03/2021 12:11:45,96013,3001,3001
1616749906.112,26/03/2021 12:11:46,99013,3000,3000
1616749907.112,26/03/2021 12:11:47,102014,3001,3001
1616749908.112,26/03/2021 12:11:48,105014,3000,3000
1616749909.112,26/03/2021 12:11:49,108016,3002,3002
1616749910.112,26/03/2021 12:11:50,111016,3000,3000
1616749911.113,26/03/2021 12:11:51,114016,3000,2997.003
1616749912.113,26/03/2021 12:11:52,117017,3001,3001
1616749913.113,26/03/2021 12:11:53,120016,2999,2999
1616749914.113,26/03/2021 12:11:54,123017,3001,3001
1616749915.113,26/03/2021 12:11:55,126018,3001,3001
1616749916.113,26/03/2021 12:11:56,129017,2999,2999
1616749917.113,26/03/2021 12:11:57,132019,3002,3002
1616749918.113,26/03/2021 12:11:58,135019,3000,3000
1616749919.113,26/03/2021 12:11:59,138019,3000,3000
1616749920.113,26/03/2021 12:12:00,141019,3000,3000
1616749921.114,26/03/2021 12:12:01,144021,3002,2999.001
1616749922.114,26/03/2021 12:12:02,147021,3000,3000
1616749923.114,26/03/2021 12:12:03,150021,3000,3000
1616749924.114,26/03/2021 12:12:04,153021,3000,3000
1616749925.114,26/03/2021 12:12:05,156021,3000,3000
1616749926.114,26/03/2021 12:12:06,159021,3000,3000
1616749927.114,26/03/2021 12:12:07,162021,3000,3000
1616749928.114,26/03/2021 12:12:08,165022,3001,3001
1616749929.115,26/03/2021 12:12:09,168022,3000,2997.003
1616749930.115,26/03/2021 12:12:10,171022,3000,3000
1616749931.115,26/03/2021 12:12:11,174022,3000,3000
1616749932.115,26/03/2021 12:12:12,177022,3000,3000
1616749933.115,26/03/2021 12:12:13,180023,3001,3001
1616749934.115,26/03/2021 12:12:14,183023,3000,3000
1616749935.115,26/03/2021 12:12:15,186023,3000,3000
1616749936.115,26/03/2021 12:12:16,189023,3000,3000
1616749937.115,26/03/2021 12:12:17,192024,3001,3001
1616749938.116,26/03/2021 12:12:18,195024,3000,2997.003
1616749939.116,26/03/2021 12:12:19,198026,3002,3002
1616749940.116,26/03/2021 12:12:20,201026,3000,3000
1616749941.116,26/03/2021 12:12:21,204026,3000,3000
1616749942.116,26/03/2021 12:12:22,207026,3000,3000
1616749943.116,26/03/2021 12:12:23,210027,3001,3001
1616749944.116,26/03/2021 12:12:24,213027,3000,3000
1616749945.116,26/03/2021 12:12:25,216027,3000,3000
1616749946.116,26/03/2021 12:12:26,219029,3002,3002
1616749947.116,26/03/2021 12:12:27,222029,3000,3000
1616749948.117,26/03/2021 12:12:28,225029,3000,2997.003
1616749949.117,26/03/2021 12:12:29,228029,3000,3000
1616749950.117,26/03/2021 12:12:30,231029,3000,3000
1616749951.117,26/03/2021 12:12:31,234029,3000,3000
1616749952.117,26/03/2021 12:12:32,237029,3000,3000
1616749953.117,26/03/2021 12:12:33,240031,3002,3002
1616749954.117,26/03/2021 12:12:34,243030,2999,2999
1616749955.117,26/03/2021 12:12:35,246031,3001,3001
1616749956.117,26/03/2021 12:12:36,249031,3000,3000
1616749957.117,26/03/2021 12:12:37,252031,3000,3000
1616749958.118,26/03/2021 12:12:38,255031,3000,2997.003
1616749959.118,26/03/2021 12:12:39,258031,3000,3000
1616749960.118,26/03/2021 12:12:40,261032,3001,3001
1616749961.118,26/03/2021 12:12:41,264032,3000,3000
1616749962.118,26/03/2021 12:12:42,267032,3000,3000
1616749963.118,26/03/2021 12:12:43,270032,3000,3000
1616749964.118,26/03/2021 12:12:44,273033,3001,3001
1616749965.118,26/03/2021 12:12:45,276033,3000,3000
1616749966.118,26/03/2021 12:12:46,279032,2999,2999
1616749967.119,26/03/2021 12:12:47,282033,3001,2998.002
1616749968.119,26/03/2021 12:12:48,285033,3000,3000
1616749969.119,26/03/2021 12:12:49,288033,3000,3000
1616749970.119,26/03/2021 12:12:50,291034,3001,3001
1616749971.119,26/03/2021 12:12:51,294035,3001,3001
1616749972.119,26/03/2021 12:12:52,297036,3001,3001
1616749973.119,26/03/2021 12:12:53,300036,3000,3000
1616749974.119,26/03/2021 12:12:54,303037,3001,3001
1616749975.119,26/03/2021 12:12:55,306036,2999,2999
1616749976.119,26/03/2021 12:12:56,309037,3001,3001
1616749977.12,26/03/2021 12:12:57,312036,2999,2996.004
1616749978.12,26/03/2021 12:12:58,315038,3002,3002
1616749979.12,26/03/2021 12:12:59,318039,3001,3001
1616749980.12,26/03/2021 12:13:00,321039,3000,3000
1616749981.12,26/03/2021 12:13:01,324040,3001,3001
1616749982.12,26/03/2021 12:13:02,327040,3000,3000
1616749983.12,26/03/2021 12:13:03,330040,3000,3000
1616749984.12,26/03/2021 12:13:04,333041,3001,3001
1616749985.12,26/03/2021 12:13:05,336041,3000,3000
1616749986.121,26/03/2021 12:13:06,339041,3000,2997.003
1616749987.121,26/03/2021 12:13:07,342041,3000,3000
1616749988.121,26/03/2021 12:13:08,345041,3000,3000
1616749989.121,26/03/2021 12:13:09,348041,3000,3000
1616749990.121,26/03/2021 12:13:10,351042,3001,3001
1616749991.121,26/03/2021 12:13:11,354042,3000,3000
1616749992.121,26/03/2021 12:13:12,357042,3000,3000
1616749993.121,26/03/2021 12:13:13,360042,3000,3000
1616749994.121,26/03/2021 12:13:14,363042,3000,3000
1616749995.122,26/03/2021 12:13:15,366043,3001,2998.002
1616749996.122,26/03/2021 12:13:16,369043,3000,3000
1616749997.122,26/03/2021 12:13:17,372042,2999,2999
1616749998.122,26/03/2021 12:13:18,375043,3001,3001
1616749999.122,26/03/2021 12:13:19,378046,3003,3003
1616750000.122,26/03/2021 12:13:20,381043,2997,2997
1616750001.122,26/03/2021 12:13:21,384046,3003,3003
1616750002.122,26/03/2021 12:13:22,387045,2999,2999
1616750003.122,26/03/2021 12:13:23,390046,3001,3001
1616750004.123,26/03/2021 12:13:24,393046,3000,2997.003
1616750005.123,26/03/2021 12:13:25,396046,3000,3000
1616750006.123,26/03/2021 12:13:26,399047,3001,3001
1616750007.123,26/03/2021 12:13:27,402047,3000,3000
1616750008.123,26/03/2021 12:13:28,405049,3002,3002
1616750009.123,26/03/2021 12:13:29,408049,3000,3000
1616750010.123,26/03/2021 12:13:30,411049,3000,3000
1616750011.123,26/03/2021 12:13:31,414049,3000,3000
1616750012.123,26/03/2021 12:13:32,417049,3000,3000
1616750013.123,26/03/2021 12:13:33,420049,3000,3000
1616750014.123,26/03/2021 12:13:34,423049,3000,3000
1616750015.124,26/03/2021 12:13:35,426050,3001,2998.002
1616750016.124,26/03/2021 12:13:36,429051,3001,3001
1616750017.124,26/03/2021 12:13:37,432051,3000,3000
1616750018.124,26/03/2021 12:13:38,435051,3000,3000
1616750019.124,26/03/2021 12:13:39,438051,3000,3000
1616750020.124,26/03/2021 12:13:40,441051,3000,3000
1616750021.124,26/03/2021 12:13:41,444051,3000,3000
1616750022.124,26/03/2021 12:13:42,447052,3001,3001
1616750023.124,26/03/2021 12:13:43,450051,2999,2999
1616750024.125,26/03/2021 12:13:44,453051,3000,2997.003
1616750025.125,26/03/2021 12:13:45,456052,3001,3001
1616750026.125,26/03/2021 12:13:46,459052,3000,3000
1616750027.125,26/03/2021 12:13:47,462053,3001,3001
1616750028.125,26/03/2021 12:13:48,465053,3000,3000
1616750029.125,26/03/2021 12:13:49,468053,3000,3000
