"session","benchmark","10%(us)","20%(us)","50%(us)","75%(us)","90%(us)","95%(us)","99%(us)","99.9%(us)","99.99%(us)","max(us)","operations","duration(ms)","throughput"
3_11_4_3M,IntIntMapTest-get,0.100000000000,0.200000000000,0.500000000000,0.750000000000,0.900000000000,0.950000000000,0.990625000000,0.999023437500,0.999902343750,1.000000000000,626321,296034,2115.706304005621
3_11_4_3M,IntIntMapTest-set,0.100000000000,0.200000000000,0.500000000000,0.750000000000,0.900000000000,0.950000000000,0.990625000000,0.999023437500,0.999902343750,1.000000000000,267764,296034,904.5042123539864
4_1_1_3M_fixed_io,IntIntMapTest-get,0.100000000000,0.200000000000,0.500000000000,0.750000000000,0.900000000000,0.950000000000,0.990625000000,0.999023437500,0.999902343750,1.000000000000,624923,296033,2110.9910043812683
4_1_1_3M_fixed_io,IntIntMapTest-set,0.100000000000,0.200000000000,0.500000000000,0.750000000000,0.900000000000,0.950000000000,0.990625000000,0.999023437500,0.999902343750,1.000000000000,269161,296033,909.2263362530529
